domain,model,donor_wy,swe_mm,soil_liq_mm,aquifer_mm,total_storage_mm,basin,spatial
East_River_lumped,noXplict,2008,0.0,156.01114591331475,0.0,156.01114591331475,East_River,lumped
East_River_lumped,noXplict,2009,0.0,156.07487147728028,0.0,156.07487147728028,East_River,lumped
East_River_lumped,noXplict,2010,0.0,156.01662363041893,0.0,156.01662363041893,East_River,lumped
East_River_lumped,noXplict,2011,0.0,156.46557140899193,0.0,156.46557140899193,East_River,lumped
East_River_lumped,noXplict,2012,0.0,156.05218249573437,0.0,156.05218249573437,East_River,lumped
East_River_lumped,noXplict,2013,0.0,155.7800591837006,0.0,155.7800591837006,East_River,lumped
East_River_lumped,noXplict,2014,0.0,155.90896696016256,0.0,155.90896696016256,East_River,lumped
East_River_lumped,noXplict,2015,0.0,156.58024915407623,0.0,156.58024915407623,East_River,lumped
East_River_lumped,noXplict,2016,0.0,155.8429380304741,0.0,155.8429380304741,East_River,lumped
East_River_lumped,noXplict,2017,0.0,156.24894305638477,0.0,156.24894305638477,East_River,lumped
East_River_lumped,noXplict,2018,0.0,156.08232180561538,0.0,156.08232180561538,East_River,lumped
East_River_lumped,noXplict,2019,0.0,156.41894063134401,0.0,156.41894063134401,East_River,lumped
East_River_lumped,noXplict,2020,0.0,156.17957758357636,0.0,156.17957758357636,East_River,lumped
East_River_distributed,bigBuckt,2001,0.0,180.74371218775624,121.87147316964267,302.6151853573989,East_River,elev
East_River_distributed,bigBuckt,2002,0.0,181.5881398837688,124.14451410121698,305.7326539849858,East_River,elev
East_River_distributed,bigBuckt,2003,0.0,180.51603593501181,126.96624473713285,307.48228067214467,East_River,elev
East_River_distributed,bigBuckt,2004,0.0,180.09339847957114,119.44929784945975,299.5426963290309,East_River,elev
East_River_distributed,bigBuckt,2005,0.0,180.2793431897775,123.61612998352308,303.8954731733006,East_River,elev
East_River_distributed,bigBuckt,2006,0.0,178.79783529274394,115.06201007521182,293.85984536795576,East_River,elev
East_River_distributed,bigBuckt,2007,0.0,181.9179369238723,130.7362142361193,312.6541511599916,East_River,elev
East_River_distributed,bigBuckt,2008,0.0,180.25970128370022,125.26010339452826,305.51980467822847,East_River,elev
East_River_distributed,bigBuckt,2009,0.0,180.58993355752807,127.35251418651605,307.9424477440441,East_River,elev
East_River_distributed,bigBuckt,2010,0.0,180.76493642841152,125.69585369519065,306.4607901236022,East_River,elev
East_River_distributed,bigBuckt,2011,0.0,182.3390253312378,135.86803489904563,318.20706023028345,East_River,elev
East_River_distributed,bigBuckt,2012,0.0,180.57074732160072,120.2388352763319,300.8095825979326,East_River,elev
East_River_distributed,bigBuckt,2013,0.0,179.7341922550743,123.51801897311307,303.2522112281874,East_River,elev
East_River_distributed,bigBuckt,2014,0.0,180.19047397094403,121.03113480758816,301.2216087785322,East_River,elev
East_River_distributed,bigBuckt,2015,0.0,182.32682984232045,140.88996358983448,323.21679343215493,East_River,elev
East_River_distributed,bigBuckt,2016,0.0,179.6421812744217,124.21631147051266,303.8584927449343,East_River,elev
East_River_distributed,bigBuckt,2017,0.0,181.10771785480938,120.37330609899847,301.48102395380783,East_River,elev
East_River_distributed,bigBuckt,2018,0.0,180.65343016911638,124.60036428751147,305.2537944566278,East_River,elev
East_River_distributed,bigBuckt,2019,0.0,181.91009409440446,130.36679934264893,312.2768934370534,East_River,elev
East_River_distributed,bigBuckt,2020,0.0,180.77593602682262,125.48266694494872,306.2586029717713,East_River,elev
East_River_distributed,noXplict,2001,0.0,136.96085341707527,0.0,136.96085341707527,East_River,elev
East_River_distributed,noXplict,2002,0.0,144.77955169906232,0.0,144.77955169906232,East_River,elev
East_River_distributed,noXplict,2003,0.0,141.32373984272184,0.0,141.32373984272184,East_River,elev
East_River_distributed,noXplict,2004,0.0,134.13837140419997,0.0,134.13837140419997,East_River,elev
East_River_distributed,noXplict,2005,0.0,136.97314226642783,0.0,136.97314226642783,East_River,elev
East_River_distributed,noXplict,2006,0.0,132.27590148077314,0.0,132.27590148077314,East_River,elev
East_River_distributed,noXplict,2007,0.0,145.30281194050264,0.0,145.30281194050264,East_River,elev
East_River_distributed,noXplict,2008,0.0,139.70681998899138,0.0,139.70681998899138,East_River,elev
East_River_distributed,noXplict,2009,0.0,142.03938168809708,0.0,142.03938168809708,East_River,elev
East_River_distributed,noXplict,2010,0.0,137.21542150335026,0.0,137.21542150335026,East_River,elev
East_River_distributed,noXplict,2011,0.0,146.70834727276593,0.0,146.70834727276593,East_River,elev
East_River_distributed,noXplict,2012,0.0,135.91838438272225,0.0,135.91838438272225,East_River,elev
East_River_distributed,noXplict,2013,0.0,135.27272349855468,0.0,135.27272349855468,East_River,elev
East_River_distributed,noXplict,2014,0.0,134.74122328854497,0.0,134.74122328854497,East_River,elev
East_River_distributed,noXplict,2015,0.0,146.43780643936614,0.0,146.43780643936614,East_River,elev
East_River_distributed,noXplict,2016,0.0,135.9438210385996,0.0,135.9438210385996,East_River,elev
East_River_distributed,noXplict,2017,0.0,140.91766469247085,0.0,140.91766469247085,East_River,elev
East_River_distributed,noXplict,2018,0.0,139.2354830041283,0.0,139.2354830041283,East_River,elev
East_River_distributed,noXplict,2019,0.0,145.44718914005543,0.0,145.44718914005543,East_River,elev
East_River_distributed,noXplict,2020,0.0,140.70235656749077,0.0,140.70235656749077,East_River,elev
East_River_distributed,qTopmodl,2001,0.0,610.0727703239813,0.0,610.0727703239813,East_River,elev
East_River_distributed,qTopmodl,2002,0.0,622.4924389228263,0.0,622.4924389228263,East_River,elev
East_River_distributed,qTopmodl,2003,0.0,617.97453838219,0.0,617.97453838219,East_River,elev
East_River_distributed,qTopmodl,2004,0.0,599.3819373237316,0.0,599.3819373237316,East_River,elev
East_River_distributed,qTopmodl,2005,0.0,603.5998897420614,0.0,603.5998897420614,East_River,elev
East_River_distributed,qTopmodl,2006,0.0,588.6968939289286,0.0,588.6968939289286,East_River,elev
East_River_distributed,qTopmodl,2007,0.0,624.8671031333029,0.0,624.8671031333029,East_River,elev
East_River_distributed,qTopmodl,2008,0.0,622.8992560616875,0.0,622.8992560616875,East_River,elev
East_River_distributed,qTopmodl,2009,0.0,612.8962326993034,0.0,612.8962326993034,East_River,elev
East_River_distributed,qTopmodl,2010,0.0,615.0694098296536,0.0,615.0694098296536,East_River,elev
East_River_distributed,qTopmodl,2011,0.0,627.9746960037346,0.0,627.9746960037346,East_River,elev
East_River_distributed,qTopmodl,2012,0.0,614.7633798705488,0.0,614.7633798705488,East_River,elev
East_River_distributed,qTopmodl,2013,0.0,618.3986790373767,0.0,618.3986790373767,East_River,elev
East_River_distributed,qTopmodl,2014,0.0,606.0880419769287,0.0,606.0880419769287,East_River,elev
East_River_distributed,qTopmodl,2015,0.0,627.5631626680387,0.0,627.5631626680387,East_River,elev
East_River_distributed,qTopmodl,2016,0.0,615.2393643324365,0.0,615.2393643324365,East_River,elev
East_River_distributed,qTopmodl,2017,0.0,616.3799722762024,0.0,616.3799722762024,East_River,elev
East_River_distributed,qTopmodl,2018,0.0,616.909537572489,0.0,616.909537572489,East_River,elev
East_River_distributed,qTopmodl,2019,0.0,628.4836820734213,0.0,628.4836820734213,East_River,elev
East_River_distributed,qTopmodl,2020,0.0,615.1307183790285,0.0,615.1307183790285,East_River,elev
East_River_distributed_elevAspect,bigBuckt,2001,0.0,176.08471477055875,128.816162651873,304.90087742243173,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2002,0.0,176.33301882519504,129.77939088686236,306.1124097120574,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2003,0.0,175.9196997917363,132.81274531475637,308.73244510649266,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2004,0.0,175.67593986835715,127.3646491938872,303.04058906224435,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2005,0.0,175.96148470494717,130.22730607219404,306.1887907771412,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2006,0.0,174.2857775609707,123.8594243137608,298.14520187473147,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2007,0.0,177.43765921974696,134.81880647927733,312.25646569902426,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2008,0.0,175.4481428538653,131.26823921538372,306.716382069249,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2009,0.0,176.1873343330745,133.30450565279796,309.49183998587245,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2010,0.0,176.34593177272362,131.4213889207252,307.7673206934488,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2011,0.0,178.10532877124905,139.09669413794052,317.20202290918957,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2012,0.0,175.0486558945852,127.64178040742539,302.6904363020106,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2013,0.0,174.84373295481902,130.81729321682096,305.66102617163995,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2014,0.0,175.19031976448193,128.29783672377667,303.4881564882586,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2015,0.0,178.71041313017034,143.14063285528235,321.8510459854527,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2016,0.0,175.02854280268798,131.06779207350922,306.0963348761972,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2017,0.0,175.60060860499874,127.59369912711138,303.19430773211013,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2018,0.0,175.39345885862397,130.5190820114121,305.9125408700361,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2019,0.0,178.1607324782746,135.09465351932255,313.25538599759716,East_River,elevAspect
East_River_distributed_elevAspect,bigBuckt,2020,0.0,175.87398054916733,130.87553339008176,306.7495139392491,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2001,0.0,106.55722278960093,0.0,106.55722278960093,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2002,0.0,107.1090355950349,0.0,107.1090355950349,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2003,0.0,109.14360159969897,0.0,109.14360159969897,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2004,0.0,106.06488132898852,0.0,106.06488132898852,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2005,0.0,106.96613697481142,0.0,106.96613697481142,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2006,0.0,99.58302626714544,0.0,99.58302626714544,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2007,0.0,109.94642289375155,0.0,109.94642289375155,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2008,0.0,108.92364731678546,0.0,108.92364731678546,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2009,0.0,109.67154667561445,0.0,109.67154667561445,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2010,0.0,107.27134939096973,0.0,107.27134939096973,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2011,0.0,113.6785766099041,0.0,113.6785766099041,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2012,0.0,103.39789196649286,0.0,103.39789196649286,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2013,0.0,106.75149468391152,0.0,106.75149468391152,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2014,0.0,105.83853142433182,0.0,105.83853142433182,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2015,0.0,115.43465560892253,0.0,115.43465560892253,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2016,0.0,106.42877232433688,0.0,106.42877232433688,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2017,0.0,106.44294393497015,0.0,106.44294393497015,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2018,0.0,105.45413653443136,0.0,105.45413653443136,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2019,0.0,113.19296081340478,0.0,113.19296081340478,East_River,elevAspect
East_River_distributed_elevAspect,noXplict,2020,0.0,106.76167308200229,0.0,106.76167308200229,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2001,0.0,263.1871697830872,0.0,263.1871697830872,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2002,0.0,267.17095498912767,0.0,267.17095498912767,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2003,0.0,271.97154764848614,0.0,271.97154764848614,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2004,0.0,261.5870372740122,0.0,261.5870372740122,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2005,0.0,268.96708629292954,0.0,268.96708629292954,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2006,0.0,244.8298995958893,0.0,244.8298995958893,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2007,0.0,278.93766516551176,0.0,278.93766516551176,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2008,0.0,265.5399778485689,0.0,265.5399778485689,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2009,0.0,278.2088886494455,0.0,278.2088886494455,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2010,0.0,266.9476627605358,0.0,266.9476627605358,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2011,0.0,285.37948943373283,0.0,285.37948943373283,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2012,0.0,255.4260344087091,0.0,255.4260344087091,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2013,0.0,260.07811729994563,0.0,260.07811729994563,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2014,0.0,259.68603391604296,0.0,259.68603391604296,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2015,0.0,298.5422245238332,0.0,298.5422245238332,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2016,0.0,265.6097427223349,0.0,265.6097427223349,East_River,elevAspect
East_River_distributed_elevAspect,qTopmodl,2017,0.0,259.8697442904571,0.0,259.8697442904571,East_River,elevAspect
